name,replanning_count_0,runtime,sim_step_count,task_percent_complete,task_state_success
object_semantics_history,13.11111111111111,155.7903644773695,2470.777777777778,1.0,1.0
object_semantics_group,14.0,146.65233385562897,2071.5,0.6666666666666666,0.5
object_semantics_preference,12.4,101.93355555534363,1719.8,0.8133333333333332,0.6
object_semantics_ownership,11.0,116.08065938949584,2300.0,1.0,1.0
user_pattern_preference,14.181818181818182,162.2886017452587,2715.909090909091,0.8181818181818182,0.8181818181818182
user_pattern_routine,10.5,244.79773616790771,3196.5,1.0,1.0
object_semantics_total,12.882352941176471,136.53919912787046,2192.8823529411766,0.9058823529411765,0.8235294117647058
user_pattern_total,13.615384615384615,174.98231473335852,2789.846153846154,0.8461538461538461,0.8461538461538461
total_results,13.2,153.1978825569153,2451.5666666666666,0.8800000000000001,0.8333333333333334
